county,year,area_ha,production_ha,population,rainfall_mm,temperature_c,yield_per_hectare,production_per_person,log_production,rainfall_efficiency
Trans_Nzoia,2023,125065,448011,875689.0,108.85333333333334,18.104166666666668,3.582225242873706,,13.012575296752678,4115.730646741793
Trans_Nzoia,2024,124976,423156,875689.0,108.85333333333334,18.104166666666668,3.3858980924337474,,12.955498547558612,3887.3958843704063
Turkana,2020,2475,2582,926976.0,42.5325,27.853333333333335,1.0432323232323233,0.0027854011322838994,7.8567067930958405,60.706518544642336
Turkana,2021,1295,1154,926976.0,42.5325,27.853333333333335,0.8911196911196911,0.0012449081745374206,7.051855622955894,27.132193028860286
Turkana,2022,3408,452,926976.0,42.5325,27.853333333333335,0.13262910798122066,0.00048760701463684066,6.115892125483034,10.627167460177512
Turkana,2023,1750,1331,926976.0,42.5325,27.853333333333335,0.7605714285714286,0.001435851629384148,7.194436851100335,31.293716569682008
Turkana,2024,3704,4217,926976.0,42.5325,27.853333333333335,1.138498920086393,0.004549200842308755,8.34711636103872,99.14771057426674
Uasin_Gishu,2020,106999,456574,1163186.0,117.39833333333333,17.845833333333335,4.267086608286059,0.39252019883320466,13.031508259060242,3889.1012081375375
Uasin_Gishu,2021,104645,385400,1163186.0,117.39833333333333,17.845833333333335,3.6829279946485736,0.3313313605906536,12.862039629665835,3282.8404718976703
Uasin_Gishu,2022,102820,359870,1163186.0,117.39833333333333,17.845833333333335,3.5,0.3093830221477906,12.79350091288223,3065.375715157796
Uasin_Gishu,2023,117923,476538,1163186.0,117.39833333333333,17.845833333333335,4.041094612586179,0.40968340402996595,13.074304845526708,4059.1547296242143
Uasin_Gishu,2024,107009,483211,1163186.0,117.39833333333333,17.845833333333335,4.515610836471699,0.41542023373733866,13.088210759731458,4115.995400275416
Vihiga,2020,25134,30566,590013.0,157.51500000000001,21.719166666666666,1.2161215882867829,0.051805638180853646,10.327676274642394,194.0513601879186
Vihiga,2021,22340,24191,590013.0,157.51500000000001,21.719166666666666,1.0828558639212176,0.04100079150798372,10.09377727897926,153.57902421991554
Vihiga,2022,26142,25335,590013.0,157.51500000000001,21.719166666666666,0.9691301354142758,0.042939731836417167,10.139981588218475,160.84182458813444
Vihiga,2023,24921,29659,590013.0,157.51500000000001,21.719166666666666,1.1901207816700774,0.05026838391696454,10.297554615691922,188.29317842745132
Vihiga,2024,24771,34171,590013.0,157.51500000000001,21.719166666666666,1.3794760001614792,0.05791567304449224,10.439161874271509,216.93806939021678
Wajir,2020,98,39,781263.0,34.329166666666666,27.7925,0.3979591836734694,4.9919169345022096e-05,3.6888794541139363,1.1360602014807624
Wajir,2021,54,19,781263.0,34.329166666666666,27.7925,0.35185185185185186,2.431959532193384e-05,2.995732273553991,0.5534652263624227
Wajir,2022,72,25,781263.0,34.329166666666666,27.7925,0.3472222222222222,3.199946752886032e-05,3.258096538021482,0.7282437188979245
Wajir,2023,132,34,781263.0,34.329166666666666,27.7925,0.25757575757575757,4.3519275839250036e-05,3.5553480614894135,0.9904114577011773
Wajir,2024,278,216,781263.0,34.329166666666666,27.7925,0.7769784172661871,0.00027647539944935314,5.37989735354046,6.292025731278068
West_Pokot,2020,32354,23400,621241.0,92.92253787878789,21.944299242424247,0.7232490573035791,0.03766654164808826,10.060534035475412,
West_Pokot,2021,34911,53193,621241.0,92.92253787878789,21.944299242424247,1.5236744865515166,0.08562377563618628,10.881700887014485,
West_Pokot,2022,34780,52650,621241.0,92.92253787878789,21.944299242424247,1.5138010350776308,0.08474971870819858,10.871440510734077,
West_Pokot,2023,49097,96010,621241.0,92.92253787878789,21.944299242424247,1.9555166303440128,0.15454549844585275,11.472218047219139,
West_Pokot,2024,56403,96984,621241.0,92.92253787878789,21.944299242424247,1.7194830062230733,0.15611332799992272,11.482311606352392,
"Migori_______________________________________________78,222____________95,966____________95,034_____________99,598________________85,628____________92,441________78,567_____________101,474________88,449___________148,919",2020,78222,95966,875689.0,92.92253787878789,21.944299242424247,1.2268415535271406,,11.4717596613544,
"Migori_______________________________________________78,222____________95,966____________95,034_____________99,598________________85,628____________92,441________78,567_____________101,474________88,449___________148,920",2021,95034,99598,875689.0,92.92253787878789,21.944299242424247,1.0480249173979839,,11.508907403361643,
"Migori_______________________________________________78,222____________95,966____________95,034_____________99,598________________85,628____________92,441________78,567_____________101,474________88,449___________148,921",2022,85628,92441,875689.0,92.92253787878789,21.944299242424247,1.0795650955294998,,11.43433669980983,
"Migori_______________________________________________78,222____________95,966____________95,034_____________99,598________________85,628____________92,441________78,567_____________101,474________88,449___________148,922",2023,78567,101474,875689.0,92.92253787878789,21.944299242424247,1.2915600697493859,,11.527567741707099,
"Migori_______________________________________________78,222____________95,966____________95,034_____________99,598________________85,628____________92,441________78,567_____________101,474________88,449___________148,923",2024,88449,148919,875689.0,92.92253787878789,21.944299242424247,1.6836708159504348,,11.911164527986653,
